113;"15:20/23:40 (almoxarifado)";"NO";1;55200;85200;0;0;0;3600;no;0;0;0;"FABIANO";15/08/11;"154959";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
114;"07:00/12:00";"NO";1;25200;43200;0;0;0;0;no;0;0;0;"FABIANO";05/09/11;"093930";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
115;"13:00/17:00 ""Caeté""";"NO";1;46800;61200;0;0;0;0;no;0;0;0;"FABIANO";29/09/11;"071312";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
116;"10:00/18:20 ""almoxarifado""";"NO";1;36000;66000;0;0;0;3600;no;0;0;0;"FABIANO";01/12/11;"161131";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
117;"05:20/19:00(5x1 ONIBUS)";"NO";1;19200;68400;0;0;0;20400;no;0;0;0;"FABIANO";26/03/12;"141033";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
118;"05:20/18:40(5x1 ONIBUS)";"NO";1;19200;67200;0;0;0;21600;no;0;0;0;"FABIANO";20/06/12;"075503";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
119;"08:00/17:00 (SEG A SEX)";"NO";1;28800;61200;0;0;0;3600;no;0;0;0;"FABIANO";22/06/12;"125011";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
120;"05:00/18:20(5x1 ONIBUS)";"NO";1;18000;66000;0;0;0;21600;no;0;0;0;"FABIANO";29/06/12;"080407";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
121;"16:20 as 00:40";"NO";1;58800;2400;0;0;0;3600;yes;0;0;0;"FABIANO";20/07/12;"122605";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
122;"16:00 as 00:20 almox";"NO";1;57600;1200;0;0;0;3600;yes;0;0;0;"FABIANO";26/07/12;"080438";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
123;"12 por 36 enfermeira";"NO";1;25200;68400;0;0;0;3600;no;0;0;0;"FABIANO";13/09/12;"120841";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
124;"06:30/15:30";"NO";1;23400;55800;0;0;0;7200;no;0;0;0;"DANI";04/02/13;"163421";"000000000000000";"";?;?;no;no;0;0;0;0;600;600
125;"02:30/10:50";"NO";1;9000;39000;0;0;0;3600;no;0;0;0;"ELLEN";04/03/13;"083334";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
126;"06:00/16:00 (6x1)";"NO";1;21600;57600;0;0;0;6000;no;0;1800;1800;"ELLEN";04/03/13;"115218";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
127;"Das 14:20 as 00:00";"NO";1;51600;0;0;0;0;8400;yes;0;0;0;"ELLEN";01/04/13;"130409";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
128;"05:20/15:00 (6X1)";"NO";1;19200;54000;0;0;0;6000;no;0;0;0;"ELLEN";01/04/13;"185444";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
129;"02:20/12:00 (6x1)";"NO";1;8400;43200;0;0;0;8400;no;0;0;0;"ELLEN";02/04/13;"150718";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
130;"16:20/00:40";"NO";1;58800;2400;0;0;0;3600;yes;0;0;0;"ELLEN";14/05/13;"170443";"000000000000000";"";?;?;no;no;0;0;0;0;1800;1800
131;"05:20/14:53 (6x1)";"NO";1;19200;53580;0;0;0;5400;no;0;0;0;"LUCIMAR";03/07/13;"075307";"000000000000000";"";?;?;no;no;0;0;0;0;1800;1800
132;"04:50/19:30";"NO";1;17400;70200;0;0;0;26400;no;0;0;0;"LUCIMAR";03/08/13;"103647";"000000000000000";"";?;?;no;no;0;0;0;0;1800;1800
133;"06:40/15:00";"no";1;24000;54000;0;0;0;3600;no;0;0;0;"LUCIMAR";03/08/13;"105211";"000000000000000";"";?;?;no;no;0;0;0;0;600;600
134;"13:00/18:00";"NO";1;46800;64800;0;0;0;0;no;0;0;0;"LUCIMAR";03/08/13;"105933";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
135;"16:50 as 07:30 (5x1)";"no";1;60600;27000;0;0;0;26400;yes;0;0;0;"LUCIMAR";02/10/13;"173134";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
136;"06:00/18:00";"NO";1;21600;64800;0;0;0;18000;no;0;0;0;"LUCIMAR";12/11/13;"090602";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
137;"08:00/17:00";"NO";1;28800;61200;0;0;0;3600;no;0;0;0;"ellen";01/12/14;"184028";"000000000000000";"";?;?;no;no;0;0;0;0;0;600
138;"05:20/17:00 (6X1)";"NO";1;19200;54000;0;0;0;4800;no;0;0;0;"ELLEN";03/12/13;"175231";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
139;"05:20/14:40 (6X1)";"NO";1;19200;52800;0;0;0;3600;no;0;0;0;"ELLEN";03/12/13;"180409";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
140;"06:00/19:00 5X1";"NO";1;21600;68400;0;0;0;18000;no;0;0;0;"DANI";02/04/14;"082448";"000000000000000";"";?;?;no;no;0;0;0;0;600;600
141;"05:20/18:20 (5X1)";"NO";1;19200;66000;0;0;0;18000;no;0;0;0;"ELLEN";04/01/14;"090444";"000000000000000";"";?;?;no;no;0;0;0;0;1800;1800
