"13";"206";8;2019;8;9999;12;1;58;0;0;"gmoreno";14/09/22;"153520";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"206";12;2019;6;2019;7;1;58;0;0;"gmoreno";14/09/22;"153531";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"210";8;2019;8;9999;12;1;58;0;0;"gmoreno";14/09/22;"153605";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"210";10;2019;1;9999;12;1;58;0;0;"gmoreno";14/09/22;"153615";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"210";11;2019;3;9999;12;1;58;0;0;"gmoreno";14/09/22;"153625";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"211";8;2019;8;9999;12;1;58;0;0;"gmoreno";14/09/22;"153635";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"211";10;2019;1;9999;12;1;58;0;0;"gmoreno";14/09/22;"153647";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"212";8;2019;8;9999;12;1;58;0;0;"gmoreno";14/09/22;"153657";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"212";10;2019;1;9999;12;1;58;0;0;"gmoreno";14/09/22;"153708";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"9";"199";3;2019;1;9999;12;1;1;0;0;"msantos";15/01/19;"143025";"";" 0";?;?;yes;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"9";"199";10;2019;1;9999;12;1;8;0;0;"ellen";07/03/19;"152042";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
